Week,TRx_Quantity,NRx_Quantity,Year,Month,Normalized_TRx,Normalized_NRx,Normalized_RRx,TRx_Wow_Growth,NRx_Wow_Growth,RRx_Wow_Growth,Week_Of_Year,Four_Week_MA_TRx,Four_Week_MA_NRx,Four_Week_MA_RRx,Eight_Week_MA_TRx,Eight_Week_MA_NRx,Eight_Week_MA_RRx,Thirteen_Week_MA_TRx,Thirteen_Week_MA_NRx,Thirteen_Week_MA_RRx,Four_Week_MA_TRx_WoW_Growth,Four_Week_MA_NRx_WoW_Growth,Four_Week_MA_RRx_WoW_Growth,Eight_Week_MA_TRx_WoW_Growth,Eight_Week_MA_NRx_WoW_Growth,Eight_Week_MA_RRx_WoW_Growth,Thirteen_Week_MA_TRx_WoW_Growth,Thirteen_Week_MA_NRx_WoW_Growth,Thirteen_Week_MA_RRx_WoW_Growth
2019-11-15,9125465,4243085,2019,11,76045,35359,40686,0.0038,0.0284,-0.0167,46,74876.0,34621.0,40255.0,73128.0,33912.0,39216.0,71141.0,32891.0,38250.0,0.0141,0.0182,0.0108,0.0091,0.0085,0.0098,0.0119,0.0124,0.0122
2019-11-08,9090875,4125792,2019,11,75757,34381,41376,0.0269,0.0012,0.0493,45,73846.0,34010.0,39836.0,72471.0,33630.0,38841.0,70357.0,32556.0,37801.0,0.0112,0.004,0.0176,0.009,0.0059,0.0118,0.0178,0.0174,0.0188
2019-11-01,8852522,4120781,2019,11,73771,34339,39432,-0.0022,-0.0019,-0.0024,44,73032.0,33886.0,39146.0,71821.0,33438.0,38383.0,69220.0,32092.0,37127.0,0.0094,0.0076,0.0111,0.02,0.0299,0.0124,0.01,0.0123,0.0086
2019-10-25,8871654,4128616,2019,10,73930,34405,39525,0.0279,0.0452,0.0132,43,72362.0,33640.0,38722.0,70514.0,32587.0,37928.0,68613.0,31784.0,36830.0,0.0138,0.0134,0.0143,0.0106,0.0131,0.0094,0.0116,0.0134,0.0107
2019-10-18,8631194,3949996,2019,10,71926,32916,39010,-0.0079,-0.0286,0.0102,42,71380.0,33204.0,38177.0,69853.0,32272.0,37581.0,67899.0,31440.0,36459.0,0.0041,-0.0012,0.0088,0.0111,0.0113,0.0118,0.0105,0.0104,0.0111
2019-10-11,8699942,4066139,2019,10,72499,33884,38615,0.0198,0.0159,0.0233,41,71096.0,33250.0,37846.0,69176.0,32023.0,37152.0,67276.0,31197.0,36079.0,0.0069,0.0079,0.006,0.0133,0.0146,0.0132,0.0105,0.0129,0.0091
2019-10-04,8530965,4002500,2019,10,71091,33354,37737,0.0155,0.0212,0.0105,40,70610.0,32989.0,37621.0,68345.0,31663.0,36682.0,66643.0,30871.0,35772.0,0.0305,0.0522,0.0136,0.0208,0.0243,0.0188,0.0168,0.0247,0.0112
2019-09-27,8400806,3919429,2019,9,70006,32661,37345,-0.011,-0.0133,-0.009,39,68667.0,31534.0,37133.0,67080.0,31038.0,36042.0,65662.0,30257.0,35405.0,0.0073,0.0127,0.0044,0.0096,0.0135,0.0071,0.0106,0.0129,0.0098
2019-09-20,8494423,3972195,2019,9,70786,33101,37685,0.0032,0.0079,-0.0009,38,68325.0,31340.0,36985.0,66565.0,30746.0,35819.0,65081.0,29992.0,35088.0,0.018,0.0238,0.0149,0.0134,0.0168,0.0114,0.0124,0.0128,0.0133
2019-09-13,8467050,3940842,2019,9,70558,32840,37718,0.1144,0.1928,0.054,37,67256.0,30797.0,36459.0,65797.0,30350.0,35447.0,64379.0,29725.0,34654.0,0.0197,0.0212,0.0204,0.0145,0.0165,0.0138,0.0127,0.0134,0.0133
2019-09-06,7598119,3303855,2019,9,63317,27532,35785,-0.0775,-0.1366,-0.0263,36,66080.0,30337.0,35743.0,64956.0,29965.0,34991.0,63663.0,29443.0,34221.0,0.0111,-0.0036,0.024,-0.0006,-0.0071,0.0051,0.0015,-0.0035,0.0065
2019-08-30,8236789,3826598,2019,8,68639,31888,36751,0.03201022402646218,0.031073172308985677,0.032824663462889585,35,65493.0,30542.0,34950.0,65076.0,30230.0,34846.0,63653.0,29632.0,34021.0,0.0119,0.0143,0.0099,0.0218,0.0311,0.0146,0.0173,0.0217,0.0144
2019-08-23,7981216,3711241,2019,8,66510,30927,35583,0.009946093690684079,-0.0024191987613702342,0.02094511232892434,34,64805.0,30151.0,34654.0,63788.0,29415.0,34373.0,62683.0,29116.0,33566.0,0.0087,0.0098,0.0078,0.0096,0.0107,0.0096,0.0114,0.0119,0.012
2019-08-16,7902656,3720325,2019,8,65855,31002,34853,0.0801745206423147,0.09342926674425987,0.06865149935610473,33,64338.0,29903.0,34435.0,63280.0,29202.0,34078.0,62081.0,28882.0,33199.0,0.0094,0.0118,0.0073,0.0099,0.0093,0.0116,0.0114,0.0122,0.0117
2019-08-09,7316076,3402477,2019,8,60967,28353,32614,-0.07468734822729481,-0.06496718662401478,-0.08297483480950373,32,63832.0,29592.0,34240.0,62756.0,29030.0,33726.0,61484.0,28637.0,32847.0,-0.0124,-0.0106,-0.0139,0.0007,-0.0004,0.0028,0.0045,0.0039,0.0061
2019-08-02,7906594,3638799,2019,8,65888,30323,35565,0.019291161956034097,0.012995256230373488,0.02472123779064742,31,64659.0,29918.0,34741.0,62792.0,29132.0,33660.0,61305.0,28628.0,32677.0,0.0317,0.0478,0.0194,0.0063,0.0043,0.009,0.0095,0.0085,0.0114
2019-07-26,7757022,3592152,2019,7,64641,29934,34707,0.012689758894581004,0.005880573944016936,0.018637003991547312,30,62771.0,28679.0,34092.0,62453.0,29090.0,33363.0,60794.0,28480.0,32314.0,0.0104,0.0116,0.0113,0.0198,0.0265,0.0154,0.0145,0.012,0.0179
2019-07-19,7659792,3571163,2019,7,63831,29759,34072,-0.006923268405003423,0.0035069971337042655,-0.015857427572860402,29,62222.0,28500.0,33722.0,61377.0,28497.0,32880.0,60022.0,28240.0,31782.0,0.0104,0.0067,0.0159,0.0125,0.0137,0.0133,0.0122,0.0107,0.0147
2019-07-12,7713212,3558602,2019,7,64276,29655,34621,0.1018,0.16899999999999998,0.0501,28,61680.0,28468.0,33212.0,60734.0,28262.0,32471.0,59387.0,28035.0,31351.0,0.0138,0.0098,0.0195,0.0147,0.0135,0.0174,0.0125,0.0084,0.0175
2019-07-05,7000435,3044106,2019,7,58336,25367,32969,-0.0658,-0.1319,-0.0077,27,60925.0,28346.0,32579.0,59961.0,28032.0,31929.0,58732.0,27896.0,30835.0,-0.0192,-0.0393,-0.0014,0.0008,-0.0095,0.0106,0.0045,-0.0049,0.0136
2019-06-28,7493553,3506639,2019,6,62446,29221,33225,0.0127,-0.0138,0.0371,26,62135.0,29501.0,32634.0,60000.0,28391.0,31608.0,58542.0,28095.0,30447.0,0.0291,0.0413,0.0196,0.0078,0.0063,0.0098,0.0131,0.0072,0.0194
2019-06-21,7399786,3555484,2019,6,61664,29629,32035,0.0067,0.0158,-0.0016,25,60532.0,28493.0,32038.0,59599.0,28288.0,31310.0,57849.0,27946.0,29903.0,0.0147,0.0206,0.0107,0.0168,0.0155,0.0189,0.0129,0.0087,0.0176
2019-06-14,7350696,3500271,2019,6,61255,29168,32087,-0.0304,-0.0272,-0.0333,24,59787.0,28056.0,31730.0,58716.0,27936.0,30781.0,57176.0,27751.0,29424.0,0.0155,0.0173,0.0154,0.0138,0.0121,0.0161,0.0115,0.0065,0.0171
2019-06-07,7581192,3598269,2019,6,63176,29985,33191,0.1275,0.1904,0.0762,23,58996.0,27718.0,31278.0,58006.0,27678.0,30329.0,56576.0,27620.0,28956.0,0.0208,0.0203,0.0226,0.0172,0.0122,0.0228,0.014,0.0095,0.0191
2019-05-31,6723789,3022813,2019,5,56031,25190,30841,-0.0452,-0.0966,0.0013,22,57864.0,27282.0,30582.0,57079.0,27410.0,29669.0,55819.0,27401.0,28418.0,-0.0136,-0.0287,0.0001,0.001,-0.0121,0.0132,0.0057,-0.0046,0.0157
2019-05-24,7042278,3346037,2019,5,58685,27883,30802,0.0102,0.0024,0.0173,21,58666.0,28084.0,30582.0,57059.0,27755.0,29304.0,55535.0,27536.0,27999.0,0.0189,0.0103,0.0271,0.0123,0.0031,0.0215,0.0145,0.006,0.0233
2019-05-17,6971301,3337844,2019,5,58094,27815,30279,-0.0094,-0.015,-0.0042,20,57646.0,27814.0,29832.0,56404.0,27680.0,28724.0,54789.0,27383.0,27406.0,0.012,0.006999999999999999,0.0169,0.0123,0.0036,0.021,0.0135,0.0069,0.0205
2019-05-10,7037681,3388767,2019,5,58647,28239,30408,-0.01,-0.0056,-0.014,19,57016.0,27637.0,29379.0,55755.0,27591.0,28164.0,54094.0,27208.0,26886.0,0.0135,0.004,0.023,0.0122,0.0038,0.0206,0.0169,0.0126,0.0214
2019-05-03,7108668,3407928,2019,5,59238,28399,30839,0.0848,0.0595,0.1093,18,56294.0,27539.0,28755.0,55106.0,27493.0,27613.0,53234.0,26891.0,26344.0,0.0155,0.0045,0.0264,0.0137,0.006,0.0214,0.019,0.0123,0.026
2019-04-26,6552737,3216643,2019,4,54606,26805,27801,-0.0174,-0.011,-0.0235,17,55452.0,27426.0,28026.0,54369.0,27336.0,27034.0,52266.0,26577.0,25689.0,0.0057,-0.0042,0.0159,0.0055,-0.0005,0.0117,0.0161,0.0138,0.0189
2019-04-19,6668861,3252563,2019,4,55573,27104,28469,-0.0033,-0.0267,0.02,16,55161.0,27545.0,27616.0,54086.0,27353.0,26733.0,51490.0,26251.0,25240.0,0.0126,0.0002,0.0252,0.0162,0.0059,0.0272,0.0177,0.0153,0.0204
2019-04-12,6691112,3341689,2019,4,55759,27847,27912,-0.002,-0.0037,-0.0003,15,54494.0,27545.0,26950.0,53262.0,27202.0,26060.0,50631.0,25886.0,24745.0,0.0108,0.0036,0.0184,0.0164,0.011,0.0224,0.0176,0.0193,0.0163
2019-04-05,6704552,3354087,2019,4,55871,27950,27921,0.0455,0.0246,0.0673,14,53919.0,27448.0,26471.0,52425.0,26914.0,25511.0,49772.0,25421.0,24352.0,0.0118,0.0075,0.0164,0.0209,0.0189,0.0233,0.0275,0.0445,0.0153
2019-03-29,6412900,3273628,2019,3,53440,27280,26160,0.0101,0.0066,0.0137,13,53286.0,27245.0,26042.0,51375.0,26434.0,24941.0,48519.0,24538.0,23981.0,0.0052,0.0032,0.0076,0.0174,0.0147,0.0207,0.0289,0.0505,0.013
2019-03-22,6348979,3252295,2019,3,52908,27102,25806,-0.0103,-0.013,-0.0073,12,53012.0,27162.0,25850.0,50526.0,26065.0,24462.0,47270.0,23588.0,23682.0,0.0199,0.0117,0.0292,0.0221,0.0237,0.021,0.0137,0.023,0.0102
2019-03-15,6414822,3295272,2019,3,53456,27460,25996,0.0021,0.0119,-0.008,11,52029.0,26860.0,25170.0,49478.0,25497.0,23981.0,46725.0,23274.0,23451.0,0.022,0.0184,0.0264,0.0238,0.0264,0.0215,0.0146,0.026,0.009000000000000001
2019-03-08,6401151,3256457,2019,3,53342,27137,26205,0.0191,0.0071,0.0319,10,50932.0,26380.0,24551.0,48345.0,24859.0,23486.0,46133.0,22887.0,23246.0,0.0299,0.0302,0.0301,0.0229,0.0281,0.0183,0.0138,0.0238,0.0097
2019-03-01,6281120,3233682,2019,3,52342,26947,25395,0.0687,0.0407,0.1002,9,49464.0,25624.0,23840.0,47253.0,24192.0,23060.0,45577.0,22555.0,23023.0,0.0295,0.0262,0.0337,0.0364,0.0677,0.0127,0.0162,0.0301,0.0084
2019-02-22,5877147,3107337,2019,2,48976,25894,23082,-0.0018,0.0137,-0.0187,8,48041.0,24968.0,23072.0,45657.0,22883.0,22774.0,44928.0,22093.0,22835.0,0.0243,0.0356,0.0128,0.0358,0.0755,0.0048,0.0235,0.0423,0.011
2019-02-15,5887923,3065224,2019,2,49066,25543,23523,0.0336,0.0594,0.006999999999999999,7,46927.0,24134.0,22793.0,44186.0,21513.0,22673.0,44062.0,21445.0,22617.0,0.0255,0.0344,0.0166,0.0125,0.0298,0.0043,0.0156,0.029,0.0084
2019-02-08,5696408,2893205,2019,2,47470,24110,23360,0.0176,-0.0089,0.0464,6,45759.0,23338.0,22421.0,43780.0,21198.0,22582.0,43530.0,21080.0,22451.0,0.0159,0.026,0.0065,0.0085,0.0257,0.0005,0.0151,0.0307,0.0062
2019-02-01,5598188,2919224,2019,2,46651,24326,22325,0.0478,0.0784,0.0164,5,45042.0,22761.0,22281.0,43567.0,20988.0,22579.0,43036.0,20703.0,22333.0,0.0433,0.1091,-0.0084,0.0053,0.0247,-0.0051,0.016,0.0329,0.0055
2019-01-25,5342654,2706990,2019,1,44522,22558,21964,0.0029,0.0089,-0.0033,4,43273.0,20798.0,22476.0,43500.0,20799.0,22701.0,42515.0,20282.0,22234.0,0.0472,0.1153,-0.0032,0.0056,0.0261,-0.0053,0.0137,0.028,0.0059
2019-01-18,5327338,2683050,2019,1,44394,22358,22036,-0.0046,0.0255,-0.0334,3,41444.0,18891.0,22553.0,43422.0,20597.0,22825.0,42104.0,19974.0,22130.0,-0.0005,0.0252,-0.0081,0.0258,0.0498,0.0119,0.0139,0.028,0.0064
2019-01-11,5352218,2616445,2019,1,44601,21803,22798,0.127,0.3236,-0.0132,2,41801.0,19057.0,22744.0,42588.0,19987.0,22601.0,41685.0,19670.0,22015.0,0.001,0.0254,-0.0054,0.0132,0.0267,0.0095,0.0148,0.0277,0.0085
2019-01-04,4749209,1976753,2019,1,39576,16472,23104,0.0637,0.1032,0.0372,1,42091.0,19215.0,22876.0,42282.0,19860.0,22422.0,41230.0,19380.0,21851.0,-0.0327,-0.0597,-0.0019,0.0007,-0.0035,0.0085,0.004,0.0001,0.0101
2018-12-28,4464731,1791807,2018,12,37206,14931,22275,-0.188,-0.3514,-0.0229,52,43727.0,20800.0,22926.0,42466.0,20203.0,22262.0,41200.0,19549.0,21651.0,-0.036000000000000004,-0.0632,-0.0074,-0.0037,-0.014,0.0086,0.0027,-0.0029,0.0096
2018-12-21,5498447,2762692,2018,12,45820,23022,22798,0.0012,0.0262,-0.0228,51,45400.0,22304.0,23096.0,42800.0,20693.0,22108.0,41217.0,19750.0,21467.0,0.052000000000000005,0.0744,0.0318,0.0221,0.0319,0.014,0.0199,0.0315,0.0104
2018-12-14,5491644,2692177,2018,12,45763,22434,23329,-0.0077,-0.0167,0.0011,50,43375.0,20916.0,22459.0,41969.0,20135.0,21834.0,40474.0,19210.0,21263.0,0.0254,0.0279,0.0245,0.0227,0.0296,0.0172,0.0181,0.0268,0.0113
2018-12-07,5534246,2737739,2018,12,46118,22814,23304,0.0505,0.0892,0.0152,49,42472.0,20505.0,21967.0,41118.0,19632.0,21486.0,39798.0,18761.0,21037.0,0.034,0.0526,0.0188,0.0245,0.0344,0.0164,0.0255,0.0393,0.0146
2018-11-30,5268107,2513425,2018,11,43900,20945,22955,0.1639,0.1988,0.1337,48,41204.0,19606.0,21598.0,40189.0,19033.0,21156.0,38865.0,18120.0,20745.0,0.0287,0.0352,0.0245,0.0166,0.0189,0.0155,0.0175,0.0254,0.0117
2018-11-23,4526283,2096720,2018,11,37719,17472,20247,-0.1052,-0.1596,-0.0522,47,40200.0,19082.0,21119.0,39599.0,18749.0,20850.0,38250.0,17735.0,20515.0,-0.0077,-0.0107,-0.0038,0.002,0.002,0.0026,0.0061,0.0109,0.003
2018-11-16,5058342,2494845,2018,11,42152,20790,21362,0.0269,0.0819,-0.0214,46,40564.0,19354.0,21210.0,39563.0,18758.0,20805.0,38068.0,17605.0,20462.0,0.02,0.0313,0.01,0.0195,0.034,0.0076,0.015,0.0231,0.0086
2018-11-09,4925728,2306096,2018,11,41047,19217,21830,0.0292,0.0196,0.0377,45,39764.0,18758.0,21006.0,38813.0,18160.0,20653.0,37516.0,17222.0,20294.0,0.015,0.0162,0.0139,0.0134,0.0194,0.0087,0.0109,0.0162,0.0071
2018-11-02,4786046,2261711,2018,11,39883,18847,21036,0.0182,0.0154,0.0207,44,39173.0,18459.0,20714.0,38304.0,17831.0,20473.0,37122.0,16969.0,20153.0,0.0045,0.0026,0.0065,0.0207,0.0352,0.0096,0.0107,0.0176,0.0056
2018-10-26,4700755,2227469,2018,10,39172,18562,20610,0.0056,0.0084,0.0031,43,38997.0,18416.0,20581.0,37568.0,17285.0,20282.0,36745.0,16700.0,20045.0,0.0116,0.0148,0.0091,0.0118,0.0217,0.0042,0.0087,0.0136,0.0052
2018-10-19,4674477,2208951,2018,10,38953,18407,20546,0.0069,0.0214,-0.0057,42,38562.0,18162.0,20400.0,37160.0,16958.0,20202.0,36444.0,16497.0,19947.0,0.0191,0.0367,0.0051,0.0131,0.0219,0.0064,0.0092,0.0143,0.0056
2018-10-12,4642231,2162620,2018,10,38685,18021,20664,-0.0126,-0.035,0.0078,41,37862.0,17562.0,20300.0,36709.0,16631.0,20078.0,36126.0,16285.0,19841.0,0.0118,0.0226,0.0035,0.0135,0.0191,0.0096,0.0076,0.0118,0.0048
2018-10-05,4701597,2240938,2018,10,39179,18674,20505,0.0467,0.0643,0.0311,40,37435.0,17204.0,20231.0,36246.0,16354.0,19892.0,35868.0,16117.0,19751.0,0.0369,0.0678,0.0128,0.0118,0.0225,0.0036,0.0149,0.0264,0.0063
2018-09-28,4491914,2105496,2018,9,37432,17545,19887,0.0354,0.096,-0.0128,39,36138.0,16155.0,19984.0,35839.0,16011.0,19828.0,35366.0,15734.0,19632.0,0.0119,0.0287,-0.0006,0.0093,0.0192,0.002,0.0075,0.0127,0.0043
2018-09-21,4338464,1921037,2018,9,36153,16008,20145,-0.0222,-0.0349,-0.0119,38,35758.0,15755.0,20003.0,35532.0,15736.0,19796.0,35129.0,15575.0,19554.0,0.006999999999999999,0.0072,0.0078,0.0039,0.0027,0.0055,0.0063,0.0074,0.0063
2018-09-14,4437051,1990519,2018,9,36975,16587,20388,0.0877,0.1456,0.0448,37,35556.0,15700.0,19856.0,35421.0,15726.0,19695.0,34938.0,15502.0,19437.0,0.0152,0.0157,0.0157,0.0082,0.0092,0.008,0.0052,0.0059,0.0055
2018-09-07,4079228,1737582,2018,9,33993,14479,19514,-0.0534,-0.0919,-0.0226,36,35058.0,15504.0,19554.0,35152.0,15609.0,19543.0,34783.0,15450.0,19333.0,-0.0133,-0.0227,-0.0057,-0.0045,-0.0104,0.0003,0.0002,-0.0028,0.0032
2018-08-31,4309426,1913513,2018,8,35911,15945,19966,0.016,0.0099,0.0209,35,35540.0,15867.0,19673.0,35319.0,15778.0,19541.0,34798.0,15522.0,19276.0,0.0068,0.0097,0.0046,0.0124,0.0206,0.0067,0.0105,0.0134,0.0089
2018-08-24,4241530,1894699,2018,8,35346,15789,19557,0.0104,-0.001,0.0198,34,35307.0,15718.0,19589.0,34912.0,15497.0,19414.0,34468.0,15355.0,19113.0,0.0008,-0.0018,0.0032,0.0043,0.005,0.0047,0.0044,0.0042,0.0053
2018-08-17,4197897,1896714,2018,8,34982,15805,19177,-0.0261,-0.0077,-0.0408,33,35285.0,15752.0,19533.0,34787.0,15458.0,19329.0,34349.0,15331.0,19018.0,0.0013,0.0028,0.0003,0.0054,0.0085,0.0039,0.0049,0.0072,0.0039
2018-08-10,4310577,1911465,2018,8,35921,15928,19993,0.027000000000000003,0.0377,0.0185,32,35246.0,15714.0,19532.0,34624.0,15364.0,19259.0,34212.0,15263.0,18949.0,0.0043,0.0019,0.0064,0.0041,0.0027,0.0062,0.0074,0.0072,0.0085
2018-08-03,4197387,1841982,2018,8,34978,15349,19629,-0.008,-0.0362,0.0153,31,35097.0,15689.0,19408.0,34503.0,15363.0,19140.0,33988.0,15195.0,18793.0,0.018000000000000002,0.0314,0.0089,0.0036,0.0021,0.0057,0.0035,0.0031,0.0046
2018-07-27,4231197,1911021,2018,7,35259,15925,19334,0.0124,0.0173,0.0084,30,34516.0,15277.0,19240.0,34404.0,15371.0,19033.0,33898.0,15188.0,18710.0,0.0077,0.0118,0.0062,0.0147,0.0215,0.0103,0.0059,0.0052,0.0074
2018-07-20,4179145,1878578,2018,7,34826,15654,19172,-0.0142,-0.0111,-0.0167,29,34288.0,15164.0,19124.0,33950.0,15103.0,18848.0,33729.0,15149.0,18580.0,0.0096,0.0143,0.0074,0.0051,0.0056,0.006,0.0056,0.005,0.0071
2018-07-13,4239226,1899498,2018,7,35326,15829,19497,0.0818,0.1555,0.0285,28,34002.0,15015.0,18986.0,33821.0,15080.0,18741.0,33569.0,15113.0,18456.0,0.004,0.0036,0.0061,0.0091,0.0117,0.0083,0.0081,0.0076,0.0095
2018-07-06,3918629,1643994,2018,7,32655,13699,18956,-0.0492,-0.1147,0.0044,27,33909.0,15037.0,18872.0,33556.0,14966.0,18590.0,33326.0,15038.0,18287.0,-0.0109,-0.0271,0.0025,-0.0003,-0.0088,0.006999999999999999,0.0023,-0.0023,0.0064
2018-06-29,4121632,1856837,2018,6,34346,15473,18873,0.0198,0.0275,0.0136,26,34292.0,15466.0,18826.0,33599.0,15134.0,18465.0,33273.0,15097.0,18176.0,0.0217,0.0313,0.0144,0.0028,0.0037,0.0025,0.0076,0.0071,0.0084
2018-06-22,4041565,1807120,2018,6,33679,15059,18620,-0.0366,-0.054000000000000006,-0.022,25,33612.0,15042.0,18570.0,33534.0,15108.0,18425.0,33043.0,15011.0,18032.0,0.0007,-0.003,0.0045,0.0032,-0.0009,0.0072,0.0069,0.0074,0.006999999999999999
2018-06-15,4194864,1910267,2018,6,34957,15918,19039,0.0225,0.0328,0.0141,24,33641.0,15145.0,18496.0,33455.0,15152.0,18302.0,32837.0,14923.0,17913.0,0.0143,0.0198,0.0105,0.0089,0.0076,0.0105,0.008,0.006999999999999999,0.0094
2018-06-08,4102497,1849606,2018,6,34187,15413,18774,0.081,0.1188,0.0518,23,33203.0,14896.0,18308.0,33180.0,15062.0,18118.0,32586.0,14836.0,17750.0,0.0102,0.0096,0.0115,0.0084,0.0064,0.0107,0.0056,0.0056,0.0061
2018-06-01,3795059,1653235,2018,6,31625,13776,17849,-0.0642,-0.1097,-0.0258,22,32906.0,14803.0,18104.0,32926.0,14992.0,17934.0,32418.0,14773.0,17645.0,-0.0161,-0.0238,-0.0094,-0.001,-0.005,0.0027,-0.0013,-0.0047,0.0018
2018-05-25,4055405,1856940,2018,5,33795,15474,18321,0.0177,0.0371,0.0019,21,33455.0,15175.0,18280.0,32970.0,15077.0,17892.0,32469.0,14851.0,17617.0,0.0057,0.0012,0.01,0.0095,0.0096,0.0097,0.0091,0.0107,0.008
2018-05-18,3984828,1790454,2018,5,33206,14920,18286,0.0062,-0.008,0.0182,20,33269.0,15160.0,18109.0,32664.0,14938.0,17726.0,32189.0,14705.0,17484.0,0.0036,-0.0044,0.0106,0.0087,0.0089,0.0089,0.0071,0.0061,0.0083
